,department,college_code,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
6262,MECHANICAL,822:PILLAIS,53284333,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,51.0,21.0,19.0,10.0,56.0,19.0,13.0,48.0,20.0,18.0,11.0,56.0,22.0,14.0,['Diploma'],['Diploma'],6.5,6.11,6.89,7.46,7.33,8.08,7.06
6265,MECHANICAL,822:PILLAIS,53284336,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,50.0,22.0,21.0,14.0,54.0,23.0,17.0,70.0,22.0,17.0,13.0,67.0,23.0,17.0,['Diploma'],['Diploma'],7.33,7.39,7.44,7.39,8.44,9.16,7.86
6266,MECHANICAL,822:PILLAIS,53284337,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,38.0,23.0,23.0,12.0,46.0,23.0,15.0,54.0,21.0,19.0,14.0,49.0,21.0,15.0,['Diploma'],['Diploma'],7.0,6.5,7.26,7.68,8.26,8.04,7.46
6267,MECHANICAL,822:PILLAIS,53284338,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,34.0,21.0,22.0,10.0,41.0,18.0,12.0,55.0,20.0,18.0,8.0,44.0,20.0,13.0,['Diploma'],['Diploma'],7.25,5.79,7.11,7.36,6.93,7.32,6.96
6270,MECHANICAL,822:PILLAIS,53284341,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,20.0,22.0,8.0,40.0,19.0,13.0,51.0,18.0,20.0,8.0,49.0,21.0,12.0,['Diploma'],['Diploma'],5.96,5.36,5.67,5.43,6.63,7.32,6.06
6281,MECHANICAL,823:VIVATECH,53284352,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,42.0,17.0,19.0,14.0,47.0,22.0,14.0,34.0,21.0,20.0,18.0,35.0,23.0,19.0,['Diploma'],['Diploma'],6.92,5.64,5.63,7.14,7.33,7.68,6.72
6292,MECHANICAL,823:VIVATECH,53284363,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,35.0,20.0,19.0,13.0,37.0,23.0,12.0,46.0,20.0,20.0,16.0,47.0,22.0,18.0,['Diploma'],['Diploma'],5.54,6.29,5.59,5.46,5.93,7.52,6.06
6293,MECHANICAL,823:VIVATECH,53284364,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,44.0,16.0,22.0,13.0,34.0,22.0,12.0,35.0,19.0,21.0,9.0,44.0,23.0,14.0,['Diploma'],['Diploma'],8.17,6.46,6.89,6.68,7.3,7.08,7.1
6296,MECHANICAL,823:VIVATECH,53284367,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,44.0,20.0,18.0,14.0,46.0,22.0,14.0,45.0,20.0,20.0,12.0,59.0,23.0,20.0,['Diploma'],['Diploma'],6.88,6.82,6.22,6.61,7.37,8.08,7.0
6298,MECHANICAL,823:VIVATECH,53284369,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,34.0,16.0,22.0,14.0,43.0,22.0,11.0,49.0,20.0,22.0,13.0,44.0,22.0,16.0,['Diploma'],['Diploma'],7.08,6.39,6.67,6.96,7.44,7.68,7.04
6301,MECHANICAL,823:VIVATECH,53284372,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,51.0,19.0,21.0,16.0,53.0,21.0,15.0,69.0,20.0,19.0,12.0,62.0,22.0,19.0,['Diploma'],['Diploma'],6.96,6.75,6.26,7.86,8.74,9.0,7.6
6304,MECHANICAL,823:VIVATECH,53284375,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,20.0,21.0,14.0,39.0,22.0,15.0,45.0,20.0,19.0,12.0,41.0,22.0,16.0,['Diploma'],['Diploma'],6.29,5.82,6.11,6.32,6.96,7.4,6.48
6309,MECHANICAL,823:VIVATECH,53284380,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,26.0,0.0,20.0,11.0,16.0,52.0,13.0,20.0,45.0,23.0,8.0,14.0,47.0,12.0,['Diploma'],['Diploma'],6.62,6.18,6.81,6.64,6.26,7.28,6.63
6315,MECHANICAL,823:VIVATECH,53284386,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,16.0,21.0,13.0,49.0,22.0,12.0,52.0,21.0,21.0,13.0,40.0,23.0,18.0,['Diploma'],['Diploma'],6.58,6.14,6.22,5.64,6.22,7.68,6.41
6323,MECHANICAL,823:VIVATECH,53284394,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,48.0,22.0,22.0,18.0,58.0,23.0,14.0,67.0,23.0,23.0,15.0,54.0,23.0,14.0,['Diploma'],['Diploma'],7.04,6.86,6.59,6.86,8.04,8.84,7.37
