university,page_no,department,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
"UNIVERSITY OF MUMBAI 
",53,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280212,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,18,18,10,41,18,17,15,51,18,15,12,36,19,17,9,38,39,,,['Diploma'],['Diploma'],['7.04'],['6.52'],['7.50'],['6.25'],['6.64'],6.96,['6.82']
"UNIVERSITY OF MUMBAI 
",54,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280213,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,61,23,22,12,53,23,23,13,60,22,21,16,40,24,23,18,49,46,,,['6.81'],['7.67'],['8.52'],['7.78'],['8.29'],['7.68'],['8.14'],8.46,['7.92']
"UNIVERSITY OF MUMBAI 
",54,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280214,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,21,20,11,48,19,22,16,45,20,15,14,51,21,17,17,40,42,,,['6.59'],['6.98'],['7.26'],['7.30'],['7.18'],['7.54'],['7.50'],7.88,['7.28']
"UNIVERSITY OF MUMBAI 
",54,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280215,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,58,19,18,13,47,20,21,14,50,20,16,10,41,19,16,14,39,36,,,['6.30'],['6.72'],['6.96'],['6.78'],['6.96'],['7.00'],['6.64'],7.69,['6.88']
"UNIVERSITY OF MUMBAI 
",54,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280216,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,58,19,19,10,47,20,22,15,57,21,15,13,48,19,16,17,39,40,,,['7.02'],['6.87'],['6.33'],['6.63'],['7.29'],['7.57'],['7.79'],7.88,['7.17']
"UNIVERSITY OF MUMBAI 
",55,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280217,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,18,18,12,32,19,17,8,49,17,14,10,46,21,19,10,46,48,,,['6.04'],['6.30'],['5.89'],['4.89'],['5.61'],['0.00'],['5.68'],6.96,['--']
"UNIVERSITY OF MUMBAI 
",55,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280218,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,42,19,18,12,41,20,20,11,49,20,17,13,44,23,20,10,42,43,,,['Diploma'],['Diploma'],['7.04'],['6.56'],['6.54'],['6.43'],['7.04'],7.54,['6.86']
"UNIVERSITY OF MUMBAI 
",55,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280219,['ISE8042:POWER'],A,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,A,16+,15+,12+,34+,17+,16+,8+,32+,17+,15+,8+,A,18+,20+,9+,46+,45+,,,['6.57'],['5.29'],['4.93'],['5.26'],['0.00'],['0.00'],['0.00'],--,['--']
"UNIVERSITY OF MUMBAI 
",55,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280220,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,18,17,10,45,19,17,11,48,21,16,12,48,21,16,12,48,46,,,['Diploma'],['Diploma'],['6.56'],['6.07'],['6.89'],['6.57'],['6.75'],7.54,['6.73']
"UNIVERSITY OF MUMBAI 
",56,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280221,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,37,19,18,11,38,19,17,11,43,20,18,14,55,21,17,8,39,35,,,['Diploma'],['Diploma'],['6.78'],['5.85'],['6.29'],['5.89'],['6.50'],6.69,['6.33']
"UNIVERSITY OF MUMBAI 
",56,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280222,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,9F,18E,16E,8E,18F,18E,17E,8E,32E,17E,13E,10E,32E,19E,18E,8E,48E,48E,,,['Diploma'],['Diploma'],['5.56'],['5.93'],['0.00'],['0.00'],['5.89'],--,['--']
"UNIVERSITY OF MUMBAI 
",56,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280223,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,37,19,17,10,55,20,19,13,49,20,15,12,50,20,18,13,35,40,,,['Diploma'],['Diploma'],['6.41'],['7.00'],['7.04'],['6.18'],['7.00'],7.38,['6.84']
"UNIVERSITY OF MUMBAI 
",56,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280224,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,20,20,11,52,19,20,8,49,19,16,12,56,24,20,8,41,42,,,['Diploma'],['Diploma'],['6.81'],['7.19'],['6.96'],['7.07'],['8.04'],7.88,['7.33']
"UNIVERSITY OF MUMBAI 
",57,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280225,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,68,22,22,17,53,21,23,18,70,21,17,18,55,24,24,19,45,44,,,['7.89'],['8.96'],['9.30'],['9.41'],['8.86'],['9.89'],['9.57'],9.35,['9.15']
"UNIVERSITY OF MUMBAI 
",57,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280226,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,70,23,20,18,52,23,23,17,59,24,22,17,57,24,24,17,47,47,,,['5.85'],['6.93'],['7.00'],['7.67'],['9.43'],['10.00;'],['9.14'],9.08,['8.14']
"UNIVERSITY OF MUMBAI 
",57,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280227,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,20,19,11,43,20,18,15,55,21,18,12,39,23,18,12,39,39,,,['6.56'],['7.31'],['6.26'],['6.19'],['5.79'],['7.04'],['7.46'],7.35,['6.75']
"UNIVERSITY OF MUMBAI 
",57,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280228,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,42,19,19,10,50,20,18,11,42,20,17,12,46,23,17,8,35,31,,,['Diploma'],['Diploma'],['6.52'],['6.52'],['5.50'],['5.89'],['6.79'],6.85,['6.35']
"UNIVERSITY OF MUMBAI 
",58,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280229,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,36,19,18,11,40,21,19,10,53,19,15,12,39,23,20,12,40,40,,,['Diploma'],['Diploma'],['7.07'],['7.22'],['7.54'],['6.54'],['7.57'],7.35,['7.22']
"UNIVERSITY OF MUMBAI 
",58,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280230,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,52,19,18,8,38,20,18,8,45,19,16,11,43,21,18,9,43,42,,,['Diploma'],['Diploma'],['7.11'],['5.81'],['6.57'],['6.43'],['5.96'],7.31,['6.53']
"UNIVERSITY OF MUMBAI 
",58,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280231,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,47,18,16,9,39,20,19,10,53,20,17,11,34,21,18,12,42,42,,,['Diploma'],['Diploma'],['6.56'],['5.67'],['6.46'],['6.07'],['6.68'],7.12,['6.43']
"UNIVERSITY OF MUMBAI 
",58,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280232,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,47,18,18,11,36,18,17,13,54,17,16,12,46,23,17,11,40,40,,,['5.96'],['6.91'],['7.11'],['6.70'],['6.32'],['7.39'],['7.36'],7.27,['6.88']
"UNIVERSITY OF MUMBAI 
",59,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280233,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,19,16,9,58,21,21,15,57,21,17,14,38,23,18,11,40,42,,,['Diploma'],['Diploma'],['6.19'],['6.19'],['6.89'],['5.82'],['6.14'],7.88,['6.52']
"UNIVERSITY OF MUMBAI 
",60,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280234,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,23,23,15,53,22,22,17,51,20,18,17,43,22,22,19,45,45,,,['6.91'],['7.74'],['9.26'],['8.93'],['8.29'],['8.71'],['8.29'],8.42,['8.32']
"UNIVERSITY OF MUMBAI 
",60,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280235,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,65,23,22,18,62,23,22,18,49,21,21,16,58,22,20,20,45,46,,,['Diploma'],['Diploma'],['7.85'],['8.30'],['9.14'],['9.14'],['8.50'],9.38,['8.72']
"UNIVERSITY OF MUMBAI 
",60,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280236,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,74,22,21,16,55,24,23,19,55,21,21,16,62,21,23,20,46,47,,,['6.94'],['7.43'],['8.96'],['8.37'],['8.64'],['8.43'],['8.61'],9.38,['8.35']
"UNIVERSITY OF MUMBAI 
",60,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280237,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,22,20,11,42,22,22,17,52,20,17,12,37,23,22,19,47,44,,,['6.19'],['7.00'],['7.30'],['7.37'],['6.93'],['6.57'],['7.39'],7.77,['7.07']
"UNIVERSITY OF MUMBAI 
",61,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280238,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,66,20,20,9,51,19,19,13,58,19,20,11,48,20,18,17,47,47,,,['Diploma'],['Diploma'],['7.33'],['6.70'],['7.68'],['7.82'],['7.25'],8.35,['7.52']
"UNIVERSITY OF MUMBAI 
",61,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280239,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,65,24,24,18,49,22,20,18,55,20,20,17,41,22,21,19,46,48,,,['7.33'],['6.98'],['9.70'],['9.41'],['8.86'],['9.57'],['8.79'],8.77,['8.68']
"UNIVERSITY OF MUMBAI 
",61,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280240,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,18,19,11,61,17,20,15,62,21,19,12,50,20,18,16,36,35,,,['5.35'],['5.81'],['6.67'],['6.96'],['7.00'],['7.46'],['7.25'],7.81,['6.79']
"UNIVERSITY OF MUMBAI 
",61,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280241,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,56,20,20,12,52,17,20,15,53,20,20,15,50,20,19,16,47,46,,,['Diploma'],['Diploma'],['7.74'],['7.48'],['7.93'],['7.43'],['8.46'],8.04,['7.85']
"UNIVERSITY OF MUMBAI 
",62,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280242,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,55,21,22,9,58,18,21,16,53,20,19,14,46,20,23,16,49,48,,,['7.24'],['7.76'],['7.37'],['8.78'],['8.43'],['8.00'],['7.71'],8.23,['7.94']
"UNIVERSITY OF MUMBAI 
",62,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280243,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,53,19,21,10,52,19,20,15,54,20,18,15,44,20,19,16,47,46,,,['5.85'],['6.96'],['6.30'],['6.07'],['5.75'],['6.36'],['7.14'],8.04,['6.56']
"UNIVERSITY OF MUMBAI 
",62,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280244,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,70,21,22,13,49,22,20,17,54,19,18,15,51,23,23,19,48,47,,,['6.74'],['7.17'],['8.67'],['8.78'],['7.71'],['8.68'],['8.32'],8.69,['8.10']
"UNIVERSITY OF MUMBAI 
",62,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280245,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,37,21,20,11,39,21,22,15,49,19,18,13,32,19,22,15,46,48,,,['5.87'],['6.91'],['7.74'],['7.74'],['6.86'],['6.32'],['7.46'],7.31,['7.03']
"UNIVERSITY OF MUMBAI 
",63,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280246,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,22,19,16,47,22,22,16,52,21,19,17,46,22,20,18,45,44,,,['6.94'],['7.41'],['7.74'],['8.52'],['7.50'],['7.82'],['8.14'],8.15,['7.78']
"UNIVERSITY OF MUMBAI 
",63,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280247,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,56,21,19,12,47,21,21,16,45,20,17,16,50,22,22,19,45,44,,,['6.41'],['6.70'],['7.78'],['8.33'],['7.61'],['7.21'],['7.54'],8.08,['7.46']
"UNIVERSITY OF MUMBAI 
",63,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280248,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,49,23,22,13,54,22,22,18,51,22,22,17,63,22,22,19,47,48,,,['6.02'],['6.30'],['6.37'],['7.30'],['8.29'],['8.11'],['8.68'],8.77,['7.48']
"UNIVERSITY OF MUMBAI 
",63,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280249,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,52,21,20,12,61,20,20,15,52,20,20,15,57,22,18,20,48,46,,,['Diploma'],['Diploma'],['7.22'],['6.56'],['7.11'],['7.36'],['8.50'],8.77,['7.59']
"UNIVERSITY OF MUMBAI 
",64,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280250,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,33,18,19,8,44,19,20,14,32,19,18,14,38,18,21,14,44,37,,,['5.54'],['5.91'],['5.26'],['5.41'],['5.46'],['0.00'],['6.18'],6.85,['--']
"UNIVERSITY OF MUMBAI 
",64,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280251,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,56,22,20,14,60,22,21,15,48,21,18,16,42,22,22,19,48,46,,,['Diploma'],['Diploma'],['7.74'],['7.67'],['8.07'],['7.77'],['8.32'],8.58,['8.03']
"UNIVERSITY OF MUMBAI 
",64,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280252,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,19,20,10,45,21,21,18,58,20,19,16,48,21,22,18,45,45,,,['Diploma'],['Diploma'],['7.00'],['6.67'],['7.00'],['7.18'],['7.43'],8.23,['7.25']
"UNIVERSITY OF MUMBAI 
",64,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280253,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,18,19,10,61,20,20,14,49,19,18,15,47,22,21,20,47,46,,,['5.48'],['6.19'],['6.96'],['6.52'],['7.18'],['6.64'],['7.79'],8.31,['6.88']
"UNIVERSITY OF MUMBAI 
",65,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280254,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,65,19,20,13,55,22,20,19,56,19,19,16,52,22,23,18,48,48,,,['Diploma'],['Diploma'],['9.48'],['8.34'],['8.68'],['7.93'],['8.32'],8.85,['8.60']
"UNIVERSITY OF MUMBAI 
",65,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280255,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,64,22,20,18,59,23,22,17,71,21,18,16,50,21,19,19,48,46,,,['5.43'],['6.02'],['6.19'],['6.70'],['7.93'],['8.36'],['8.39'],9.35,['7.30']
"UNIVERSITY OF MUMBAI 
",65,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280256,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,21,20,11,46,21,20,13,49,21,21,15,41,24,20,18,48,48,,,['5.72'],['5.89'],['7.33'],['6.96'],['6.75'],['6.32'],['7.89'],7.85,['6.84']
"UNIVERSITY OF MUMBAI 
",65,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280257,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,55,20,19,8,47,21,20,13,45,21,20,12,43,20,22,16,48,48,,,['Diploma'],['Diploma'],['7.93'],['7.44'],['7.57'],['7.43'],['7.50'],7.81,['7.61']
"UNIVERSITY OF MUMBAI 
",66,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280258,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,64,19,19,12,51,18,18,13,61,19,17,13,47,20,22,17,47,46,,,['Diploma'],['Diploma'],['8.11'],['8.00'],['8.21'],['8.04'],['8.75'],8.42,['8.26']
"UNIVERSITY OF MUMBAI 
",66,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280259,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,40,17,18,8,48,20,19,15,47,18,15,11,46,20,20,15,44,35,,,['5.69'],['5.85'],['5.74'],['5.56'],['0.00'],['5.00'],['6.43'],7.23,['--']
"UNIVERSITY OF MUMBAI 
",66,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280260,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,59,21,20,15,60,21,20,19,55,20,18,17,53,22,20,19,48,46,,,['Diploma'],['Diploma'],['7.63'],['7.89'],['8.36'],['8.61'],['8.57'],8.88,['8.32']
"UNIVERSITY OF MUMBAI 
",66,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280261,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,50,22,22,13,47,19,20,16,39,19,18,13,41,22,20,19,45,46,,,['7.11'],['7.02'],['7.59'],['7.96'],['7.54'],['7.21'],['7.32'],7.88,['7.45']
"UNIVERSITY OF MUMBAI 
",67,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280262,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,50,22,21,15,67,22,21,18,58,19,20,15,57,21,21,19,49,48,,,['Diploma'],['Diploma'],['7.41'],['7.19'],['7.93'],['7.86'],['8.21'],9.04,['7.94']
"UNIVERSITY OF MUMBAI 
",67,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280263,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,68,21,20,14,50,23,20,17,53,21,21,17,49,22,23,20,44,44,,,['8.20'],['7.96'],['9.41'],['9.04'],['8.50'],['8.29'],['7.71'],8.77,['8.49']
"UNIVERSITY OF MUMBAI 
",67,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280264,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,59,22,20,13,61,22,21,17,59,19,16,14,56,22,20,20,48,47,,,['Diploma'],['Diploma'],['7.44'],['8.37'],['8.36'],['9.21'],['8.54'],9.00,['8.49']
"UNIVERSITY OF MUMBAI 
",67,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280265,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,20,21,17,67,20,20,20,55,20,21,16,47,22,22,20,45,45,,,['6.00'],['7.13'],['7.15'],['7.96'],['8.36'],['8.50'],['8.86'],8.77,['7.84']
"UNIVERSITY OF MUMBAI 
",68,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280266,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,20,23,8,32,22,21,13,38,20,20,11,37,22,23,16,46,46,,,['8.00'],['7.54'],['8.37'],['7.59'],['7.61'],['6.96'],['6.43'],7.38,['7.49']
"UNIVERSITY OF MUMBAI 
",68,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280267,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,39,22,23,13,44,22,22,14,37,21,21,15,35,22,22,18,46,46,,,['6.20'],['7.59'],['8.00'],['6.44'],['7.04'],['6.79'],['7.89'],7.54,['7.19']
"UNIVERSITY OF MUMBAI 
",68,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280268,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,67,22,21,17,57,22,21,17,57,21,18,15,57,22,23,20,47,48,,,['6.72'],['7.76'],['8.74'],['8.89'],['8.04'],['8.54'],['8.93'],9.19,['8.35']
"UNIVERSITY OF MUMBAI 
",68,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280269,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,53,18,19,9,55,18,20,14,52,19,18,13,50,18,19,14,45,44,,,['Diploma'],['Diploma'],['5.85'],['6.78'],['6.82'],['0.00'],['6.46'],7.88,['--']
"UNIVERSITY OF MUMBAI 
",69,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280270,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,58,23,22,17,63,22,22,19,69,21,21,17,58,21,22,20,39,40,,,['7.52'],['8.91'],['8.96'],['9.22'],['9.11'],['9.21'],['8.61'],9.46,['8.88']
"UNIVERSITY OF MUMBAI 
",69,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:366:VESIT'],"JULY 10, 2018",52280271,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,62,18,19,11,48,20,20,14,59,19,17,13,48,20,21,17,42,42,,,['Diploma'],['Diploma'],['7.07'],['7.19'],['6.82'],['6.50'],['7.50'],8.31,['7.23']
